timeline,survival,complexity
303.0,0.4097942521826574,Low
304.0,0.40744586105267094,Low
305.0,0.4056845677051811,Low
306.0,0.40040068766271125,Low
307.0,0.3980419207250812,Low
308.0,0.39331036743265824,Low
309.0,0.38976170246334096,Low
310.0,0.38739233041189214,Low
311.0,0.3850120395952295,Low
312.0,0.3838218941868979,Low
313.0,0.38144160337023486,Low
314.0,0.3778655883386389,Low
315.0,0.3748855758123092,Low
316.0,0.3719055632859791,Low
317.0,0.3695177266035652,Low
318.0,0.36772684909175457,Low
319.0,0.3659359715799443,Low
320.0,0.3617504294213503,Low
321.0,0.3599566256390954,Low
322.0,0.35876075645092576,Low
323.0,0.3563690180745863,Low
324.0,0.35577007854841053,Low
325.0,0.3527703308372096,Low
326.0,0.3503705326682491,Low
327.0,0.3485706840415284,Low
328.0,0.3473707849570484,Low
329.0,0.3437710877036075,Low
330.0,0.34196493487854474,Low
331.0,0.3395567311117944,Low
332.0,0.3359444254616688,Low
333.0,0.33413502999239586,Low
334.0,0.33051623905385014,Low
335.0,0.3275005799383951,Low
336.0,0.3232708676513677,Low
337.0,0.3214547391814161,Low
338.0,0.32023940935464335,Low
339.0,0.3190240795278704,Low
340.0,0.3123270091561021,Low
342.0,0.30988695439707015,Low
343.0,0.30622687225852196,Low
344.0,0.3031646035359368,Low
345.0,0.3019396960469027,Low
346.0,0.3001023348133515,Low
347.0,0.29826121619486456,Low
348.0,0.2970312730352979,Low
349.0,0.29457138671616506,Low
350.0,0.2927264719768156,Low
351.0,0.28965161407789936,Low
352.0,0.28657675617898315,Low
353.0,0.28596178459919985,Low
354.0,0.2853468130194168,Low
355.0,0.28164101025293103,Low
356.0,0.27854605409630545,Low
357.0,0.2773053144344066,Low
358.0,0.27482383511060865,Low
359.0,0.2729627256177602,Low
360.0,0.2729627256177602,Low
361.0,0.269839582304056,Low
362.0,0.2685874264696985,Low
363.0,0.2642048810494471,Low
364.0,0.26295272521508944,Low
365.0,0.26107449146355316,Low
366.0,0.25982233562919543,Low
367.0,0.2566843847157995,Low
368.0,0.252918843619724,Low
369.0,0.2510313895628605,Low
370.0,0.24976992529370037,Low
371.0,0.24913599147315796,Low
372.0,0.24850205765261552,Low
373.0,0.2453161338365564,Low
374.0,0.2446772897380236,Low
375.0,0.24211522387689252,Low
376.0,0.23955315801576138,Low
377.0,0.23763160861991292,Low
378.0,0.2357048658473192,Low
379.0,0.23442037066558985,Low
380.0,0.23313587548386053,Low
381.0,0.23120913271126672,Low
382.0,0.22928238993867273,Low
383.0,0.2279978947569436,Low
384.0,0.22671339957521425,Low
385.0,0.22413711094367783,Low
386.0,0.2222048944700255,Low
387.0,0.21898453368060483,Low
388.0,0.2170523172069523,Low
389.0,0.2164082450490682,Low
390.0,0.21576225028772783,Low
391.0,0.21382426600370621,Low
392.0,0.21188040904003624,Low
393.0,0.20993058932494382,Low
394.0,0.20863070951488227,Low
395.0,0.20668088979978994,Low
396.0,0.20538100998972839,Low
397.0,0.20408113017966673,Low
398.0,0.20408113017966673,Low
399.0,0.2021250810086157,Low
400.0,0.2001690318375645,Low
401.0,0.19886499905686383,Low
402.0,0.19756096627616299,Low
403.0,0.19625693349546225,Low
404.0,0.1956049171051119,Low
405.0,0.19495290071476165,Low
407.0,0.19234483515336015,Low
408.0,0.19104080237265939,Low
409.0,0.18908475320160817,Low
410.0,0.18843273681125786,Low
411.0,0.18712870403055715,Low
412.0,0.18647668764020667,Low
413.0,0.18517265485950601,Low
414.0,0.18386862207880528,Low
416.0,0.1812605565174037,Low
417.0,0.18060854012705335,Low
418.0,0.17930450734635267,Low
420.0,0.17734845817530157,Low
421.0,0.17538519111063028,Low
422.0,0.1734145709857917,Low
423.0,0.1721008242358993,Low
424.0,0.17144395086095324,Low
425.0,0.17077943942350773,Low
427.0,0.1694504165486165,Low
428.0,0.16878590511117103,Low
429.0,0.16679237079883427,Low
430.0,0.16679237079883427,Low
431.0,0.165452673041414,Low
433.0,0.16478282416270373,Low
434.0,0.1627484683088432,Low
435.0,0.16071411245498274,Low
436.0,0.15935787521907566,Low
437.0,0.15800163798316857,Low
439.0,0.15663955489710682,Low
443.0,0.15391538872498323,Low
444.0,0.15323434718195228,Low
445.0,0.1511821014607654,Low
446.0,0.14981393764664092,Low
447.0,0.14981393764664092,Low
448.0,0.14981393764664092,Low
449.0,0.1491235508372094,Low
450.0,0.1484331640277778,Low
451.0,0.14774277721834628,Low
452.0,0.14636200359948326,Low
453.0,0.14567161679005175,Low
454.0,0.14498122998062019,Low
455.0,0.14221968274289415,Low
456.0,0.1387677486957365,Low
458.0,0.13738007120877918,Low
459.0,0.13599239372182176,Low
460.0,0.13321703874790708,Low
463.0,0.1325232000044284,Low
464.0,0.13113552251747107,Low
465.0,0.1297478450305137,Low
466.0,0.12905027597120974,Low
467.0,0.128352706911906,Low
468.0,0.12765513785260219,Low
469.0,0.1262599997339945,Low
470.0,0.12486486161538678,Low
473.0,0.12346972349677907,Low
474.0,0.12277215443747522,Low
475.0,0.1213770163188676,Low
478.0,0.11998187820025989,Low
479.0,0.11928430914095614,Low
480.0,0.11788917102234842,Low
481.0,0.11649403290374077,Low
482.0,0.11440132572582927,Low
483.0,0.11369947710174437,Low
484.0,0.11229577985357471,Low
485.0,0.11019023398132018,Low
486.0,0.10807119102014091,Low
487.0,0.10736484336641453,Low
488.0,0.10595214805896168,Low
489.0,0.10524580040523529,Low
490.0,0.10453945275150885,Low
491.0,0.10383310509778244,Low
493.0,0.10171406213660324,Low
497.0,0.10030136682915042,Low
501.0,0.09959501917542402,Low
502.0,0.09888867152169754,Low
504.0,0.09746581293865157,Low
505.0,0.09675438364712859,Low
506.0,0.09460428623274791,Low
507.0,0.09317088795649416,Low
508.0,0.0902818681748975,Low
509.0,0.08883735828409905,Low
510.0,0.08667059344790154,Low
514.0,0.0859483385025024,Low
515.0,0.08522608355710323,Low
516.0,0.08305931872090568,Low
518.0,0.08089255388470809,Low
519.0,0.08017029893930892,Low
520.0,0.0794480439939098,Low
525.0,0.07872578904851056,Low
526.0,0.07872578904851056,Low
527.0,0.0779968465573206,Low
529.0,0.07726790406613071,Low
530.0,0.07653896157494079,Low
531.0,0.07581001908375089,Low
534.0,0.075081076592561,Low
535.0,0.07435213410137104,Low
536.0,0.07289424911899128,Low
537.0,0.07143636413661145,Low
539.0,0.07069990677437833,Low
541.0,0.06996344941214523,Low
543.0,0.06922699204991212,Low
555.0,0.06849053468767904,Low
561.0,0.06775407732544592,Low
566.0,0.06701761996321279,Low
569.0,0.06554470523874657,Low
570.0,0.0648082478765135,Low
571.0,0.06406332548712827,Low
572.0,0.0633184030977431,Low
573.0,0.06257348070835786,Low
575.0,0.06182855831897267,Low
579.0,0.06108363592958746,Low
580.0,0.06108363592958746,Low
583.0,0.06032951696749374,Low
584.0,0.05956585219575331,Low
587.0,0.0588021874240129,Low
588.0,0.05803852265227245,Low
591.0,0.05726467568357553,Low
592.0,0.05649082871487853,Low
596.0,0.05492163902835415,Low
597.0,0.05335244934182974,Low
598.0,0.0517832596553053,Low
599.0,0.050214069968780896,Low
600.0,0.04942947512551871,Low
603.0,0.047860285438994316,Low
605.0,0.047860285438994316,Low
607.0,0.0470626140150111,Low
609.0,0.04546727116704462,Low
610.0,0.044669599743061394,Low
614.0,0.043857425202278456,Low
615.0,0.043857425202278456,Low
616.0,0.04302992661355622,Low
618.0,0.042202428024833975,Low
619.0,0.04137492943611174,Low
626.0,0.0405474308473895,Low
631.0,0.03971993225866728,Low
634.0,0.03806493508122281,Low
641.0,0.036409937903778326,Low
642.0,0.0355824393150561,Low
652.0,0.034754940726333866,Low
653.0,0.03392744213761163,Low
659.0,0.03309994354888939,Low
663.0,0.03309994354888939,Low
670.0,0.03225122704763582,Low
678.0,0.03225122704763582,Low
679.0,0.03137957226256458,Low
682.0,0.03137957226256458,Low
685.0,0.030483013055062746,Low
698.0,0.030483013055062746,Low
700.0,0.02863555771839228,Low
704.0,0.02863555771839228,Low
707.0,0.0276810391277792,Low
708.0,0.02672652053716612,Low
709.0,0.02577200194655305,Low
736.0,0.024817483355939973,Low
738.0,0.023862964765326893,Low
743.0,0.021953927584100745,Low
744.0,0.02099940899348767,Low
766.0,0.020044890402874594,Low
767.0,0.018135853221648436,Low
770.0,0.017181334631035362,Low
784.0,0.016226816040422292,Low
788.0,0.015272297449809204,Low
790.0,0.01431777885919613,Low
806.0,0.013363260268583053,Low
818.0,0.011454223087356906,Low
825.0,0.010499704496743827,Low
844.0,0.009545185906130751,Low
883.0,0.00859066731551768,Low
890.0,0.007636148724904602,Low
901.0,0.007636148724904602,Low
913.0,0.007636148724904602,Low
916.0,0.007636148724904602,Low
926.0,0.007636148724904602,Low
1004.0,0.005727111543678452,Low
1079.0,0.0038180743624523007,Low
1108.0,0.0019090371812261501,Low
1132.0,0.0,Low
0.0,1.0,Medium
103.0,0.999530295913575,Medium
106.0,0.9990605918271493,Medium
112.0,0.9985908877407235,Medium
117.0,0.9981211836542976,Medium
119.0,0.9976514795678726,Medium
122.0,0.997181775481447,Medium
124.0,0.9967120713950212,Medium
125.0,0.9957726632221703,Medium
129.0,0.9953029591357452,Medium
132.0,0.9948332550493193,Medium
133.0,0.994363550962894,Medium
135.0,0.9934241427900422,Medium
136.0,0.9929544387036171,Medium
140.0,0.9920150305307659,Medium
144.0,0.9910756223579151,Medium
147.0,0.9901362141850639,Medium
153.0,0.9887271019257868,Medium
154.0,0.9877876937529362,Medium
155.0,0.9868482855800849,Medium
156.0,0.9863785814936592,Medium
157.0,0.9859088774072338,Medium
161.0,0.984499765147957,Medium
166.0,0.9840300610615312,Medium
168.0,0.98309065288868,Medium
169.0,0.9826209488022544,Medium
170.0,0.9821512447158289,Medium
171.0,0.981211836542978,Medium
172.0,0.9807421324565523,Medium
175.0,0.9802724283701268,Medium
177.0,0.9798027242837017,Medium
178.0,0.9788633161108505,Medium
179.0,0.9779239079379989,Medium
180.0,0.9774542038515733,Medium
181.0,0.9765147956787229,Medium
182.0,0.9755749354326413,Medium
183.0,0.9746350751865601,Medium
184.0,0.9741649183726738,Medium
185.0,0.9741649183726738,Medium
186.0,0.9736940798427696,Medium
187.0,0.9722801968613907,Medium
188.0,0.9722801968613907,Medium
190.0,0.9713366935165466,Medium
191.0,0.9703927317152669,Medium
192.0,0.9689754102960138,Medium
193.0,0.9689754102960138,Medium
194.0,0.9666085920002249,Medium
195.0,0.964240614067838,Medium
196.0,0.9632920251705751,Medium
197.0,0.9632920251705751,Medium
198.0,0.9628165602025736,Medium
199.0,0.9618651604395274,Medium
200.0,0.960912818696518,Medium
201.0,0.9590062456435486,Medium
202.0,0.9575748930381102,Medium
203.0,0.9570975376577321,Medium
204.0,0.956142350494401,Medium
205.0,0.9537519946181655,Medium
206.0,0.9523148996991032,Medium
207.0,0.9513568364197279,Medium
208.0,0.9503982904888267,Medium
209.0,0.9503982904888267,Medium
210.0,0.9494378071229972,Medium
211.0,0.9479970820742523,Medium
212.0,0.9479970820742523,Medium
213.0,0.947515865281321,Medium
214.0,0.947515865281321,Medium
215.0,0.9465524531153007,Medium
216.0,0.9455885504135535,Medium
217.0,0.9446241561754981,Medium
218.0,0.9441412194903375,Medium
219.0,0.9422094727496918,Medium
220.0,0.9407599197146919,Medium
221.0,0.9393088761367264,Medium
223.0,0.9378563366375452,Medium
224.0,0.9373716563602129,Medium
225.0,0.9373716563602129,Medium
226.0,0.9373716563602129,Medium
227.0,0.9368852154383864,Medium
228.0,0.9368852154383864,Medium
230.0,0.9354205694528129,Medium
231.0,0.9329769420508986,Medium
232.0,0.9324879604250859,Medium
233.0,0.9295509904709907,Medium
234.0,0.928079405789506,Medium
235.0,0.9266078211080214,Medium
236.0,0.9246425871290007,Medium
237.0,0.9231686616447354,Medium
238.0,0.9216939513226191,Medium
239.0,0.9207102864866289,Medium
240.0,0.9187429568146496,Medium
241.0,0.9182505972450806,Medium
242.0,0.9172658781059444,Medium
243.0,0.9162811589668074,Medium
244.0,0.9162811589668074,Medium
245.0,0.9143106618507502,Medium
246.0,0.9128319923167599,Medium
247.0,0.9113533227827693,Medium
248.0,0.9093796285266073,Medium
249.0,0.9074027162906805,Medium
250.0,0.9059192241114588,Medium
251.0,0.9049296891861599,Medium
252.0,0.9034445748165988,Medium
253.0,0.9004710874611959,Medium
254.0,0.8984865781775347,Medium
255.0,0.8979901767531273,Medium
256.0,0.8979901767531273,Medium
257.0,0.8960001708212647,Medium
258.0,0.8945051760979812,Medium
259.0,0.8930085137843761,Medium
260.0,0.8890151833705836,Medium
261.0,0.8880151662914265,Medium
262.0,0.8870145858223653,Medium
263.0,0.8865137306073325,Medium
264.0,0.8845091772311714,Medium
265.0,0.8830032024685759,Medium
266.0,0.8825009253340658,Medium
267.0,0.8814963710650459,Medium
268.0,0.880491816796026,Medium
269.0,0.8769738700394205,Medium
270.0,0.8764710180497188,Medium
271.0,0.8759681660600176,Medium
272.0,0.8734539061115097,Medium
273.0,0.8714401795268141,Medium
274.0,0.8674127263574242,Medium
275.0,0.8669090023583782,Medium
276.0,0.8653978303612395,Medium
277.0,0.8643897956141671,Medium
278.0,0.8623701932879662,Medium
279.0,0.8598456903802142,Medium
280.0,0.8593407897986641,Medium
281.0,0.8558044079476406,Medium
282.0,0.8517556585309755,Medium
283.0,0.8487172911402582,Medium
284.0,0.8456752936809742,Medium
285.0,0.8436472953747847,Medium
286.0,0.8421235495071603,Medium
287.0,0.8400918883503273,Medium
288.0,0.8395830501381221,Medium
289.0,0.8370373162080486,Medium
290.0,0.8365275492676056,Medium
291.0,0.8329548263604223,Medium
292.0,0.831423659400201,Medium
293.0,0.8304022544132228,Medium
294.0,0.8273361537815435,Medium
295.0,0.825802155968599,Medium
296.0,0.8237555583082059,Medium
297.0,0.8211941293333664,Medium
298.0,0.819655352076652,Medium
299.0,0.8186288582105571,Medium
300.0,0.8160561716668406,Medium
301.0,0.8134834851231248,Medium
302.0,0.8103962612706649,Medium
303.0,0.8067876265194595,Medium
304.0,0.8047242310552153,Medium
305.0,0.8026608355909708,Medium
306.0,0.8016291378588489,Medium
307.0,0.8011132889927877,Medium
308.0,0.7990498935285436,Medium
309.0,0.7959507989188659,Medium
310.0,0.7949170965826076,Medium
311.0,0.7928456513797868,Medium
312.0,0.7902563448762602,Medium
313.0,0.7902563448762602,Medium
314.0,0.7892185821121412,Medium
315.0,0.7866241752018452,Medium
316.0,0.7866241752018452,Medium
317.0,0.7850644445173738,Medium
318.0,0.7814250729202733,Medium
319.0,0.7803852524639587,Medium
320.0,0.7788255217794872,Medium
321.0,0.7783056115513304,Medium
322.0,0.7751819769899209,Medium
323.0,0.7736201597092157,Medium
324.0,0.7725782470362063,Medium
325.0,0.7704916076113955,Medium
326.0,0.7678815411899479,Medium
327.0,0.7663144360038459,Medium
328.0,0.7637008124158384,Medium
329.0,0.7621315641711481,Medium
330.0,0.7595125553595631,Medium
331.0,0.7579389796233214,Medium
332.0,0.7574137273851902,Medium
333.0,0.7553127184326655,Medium
334.0,0.7547867346454564,Medium
335.0,0.7516286311532161,Medium
336.0,0.7511022805711761,Medium
337.0,0.7489968782430158,Medium
338.0,0.7484701575128871,Medium
339.0,0.7447779157210688,Medium
340.0,0.7431955263817178,Medium
341.0,0.7400262490837144,Medium
342.0,0.7368569717857115,Medium
343.0,0.732625201667775,Medium
344.0,0.7320958481983624,Medium
345.0,0.7294490808512966,Medium
346.0,0.7262729600348174,Medium
347.0,0.7241524550420149,Medium
348.0,0.7214979372449396,Medium
349.0,0.7193743230072802,Medium
350.0,0.71565250463252,Medium
351.0,0.7140550660061079,Medium
352.0,0.7129901069218332,Medium
353.0,0.7119235547798409,Medium
354.0,0.7103237265668526,Medium
355.0,0.7076553429208461,Medium
356.0,0.7060518942586386,Medium
357.0,0.7039139627090286,Medium
358.0,0.7017744065913716,Medium
359.0,0.700703812530973,Medium
360.0,0.6974895748588122,Medium
361.0,0.6964181623014256,Medium
362.0,0.6953467497440385,Medium
363.0,0.6937371507862978,Medium
364.0,0.6905129657322951,Medium
365.0,0.6883635090296261,Medium
366.0,0.6846019597999562,Medium
367.0,0.6813752420004272,Medium
368.0,0.6792223976339171,Medium
369.0,0.6781451218248227,Medium
370.0,0.6754454995245649,Medium
371.0,0.671126103844152,Medium
372.0,0.6689646671167957,Medium
373.0,0.6662606870556931,Medium
374.0,0.6635523102790438,Medium
375.0,0.6608395044316235,Medium
376.0,0.6592091438121375,Medium
377.0,0.6581222367324798,Medium
378.0,0.6570344313825093,Medium
379.0,0.6554013714867779,Medium
380.0,0.6526796049938927,Medium
381.0,0.6510465450981614,Medium
382.0,0.6494121186251121,Medium
383.0,0.6483225009764118,Medium
384.0,0.6461395969327198,Medium
385.0,0.6439548476616033,Medium
386.0,0.6434063341627433,Medium
387.0,0.6434063341627433,Medium
388.0,0.6423074335066155,Medium
389.0,0.6401058656111345,Medium
390.0,0.6390003287102521,Medium
391.0,0.6367892549084866,Medium
392.0,0.6340254126562797,Medium
393.0,0.6334716786714267,Medium
394.0,0.6301463680222332,Medium
395.0,0.6279275427827182,Medium
396.0,0.6245963621844013,Medium
397.0,0.6229307718852426,Medium
398.0,0.6207080037429225,Medium
399.0,0.6184852356006022,Medium
400.0,0.6157067754227019,Medium
401.0,0.6145923740192223,Medium
402.0,0.6129177353979166,Medium
403.0,0.6084479615755072,Medium
404.0,0.6045333147639002,Medium
405.0,0.6028540555562224,Medium
406.0,0.6000526891270577,Medium
407.0,0.5983702984098792,Medium
408.0,0.59444103753852,Medium
409.0,0.5933183915752743,Medium
410.0,0.5921946825003214,Medium
411.0,0.5899472643504148,Medium
412.0,0.5893848742032742,Medium
413.0,0.586570237745761,Medium
414.0,0.5860073104542585,Medium
415.0,0.5815038921222371,Medium
416.0,0.5792521829562264,Medium
417.0,0.5769982834116499,Medium
418.0,0.5741781549492275,Medium
419.0,0.571358026486805,Medium
420.0,0.5685378980243827,Medium
421.0,0.5674098466394136,Medium
422.0,0.5645897181769909,Medium
423.0,0.561766769586106,Medium
424.0,0.5583724084405707,Medium
425.0,0.5549711551911864,Medium
426.0,0.5532705285664942,Medium
427.0,0.5515681577093664,Medium
428.0,0.5504309037759446,Medium
429.0,0.5487214910312992,Medium
430.0,0.5481516867830838,Medium
431.0,0.5447328612937921,Medium
432.0,0.5430198648746289,Medium
433.0,0.5413032583471008,Medium
434.0,0.5390096004727489,Medium
435.0,0.5390096004727489,Medium
436.0,0.5361394748046301,Medium
437.0,0.5338433742701345,Medium
438.0,0.5321212988692632,Medium
439.0,0.529822718744558,Medium
440.0,0.5269494935886763,Medium
441.0,0.5257976914168977,Medium
442.0,0.5217663838156733,Medium
443.0,0.5183071591715915,Medium
444.0,0.5125417847647887,Medium
445.0,0.5102330379865688,Medium
446.0,0.5067699178192394,Medium
447.0,0.5050363833227083,Medium
448.0,0.5027250039940004,Medium
449.0,0.5015693143296465,Medium
450.0,0.5004136246652923,Medium
451.0,0.4980968949214715,Medium
453.0,0.496357324857718,Medium
454.0,0.49519761148188246,Medium
455.0,0.492298328042293,Medium
457.0,0.4917184713543749,Medium
458.0,0.48997890129062127,Medium
459.0,0.4882393312268674,Medium
460.0,0.48649561932962865,Medium
461.0,0.4841651013927206,Medium
462.0,0.4812484441554152,Medium
463.0,0.48066440478143996,Medium
464.0,0.47891228665951474,Medium
465.0,0.47832681931641047,Medium
466.0,0.4730446826613824,Medium
467.0,0.47069706637025915,Medium
468.0,0.4689363541519164,Medium
470.0,0.46717564193357386,Medium
471.0,0.4642411215696697,Medium
472.0,0.46247818060168344,Medium
473.0,0.461302886623026,Medium
474.0,0.4595399456550401,Medium
476.0,0.4583646516763827,Medium
477.0,0.4566017107083965,Medium
478.0,0.45483649790926617,Medium
479.0,0.4530712851101354,Medium
480.0,0.4507115388335201,Medium
481.0,0.450120053874421,Medium
482.0,0.44775100095929254,Medium
483.0,0.4447857625423435,Medium
484.0,0.44122747644200466,Medium
485.0,0.43944593885206373,Medium
486.0,0.43825824712543665,Medium
487.0,0.43647429225247003,Medium
488.0,0.43349697784419955,Medium
489.0,0.431708131993398,Medium
490.0,0.4287267222420627,Medium
491.0,0.4269353849624998,Medium
492.0,0.42335271040337397,Medium
493.0,0.421561373123811,Medium
494.0,0.4185715761513014,Medium
495.0,0.41797276130702204,Medium
496.0,0.4161763167741838,Medium
497.0,0.4137810573970664,Medium
498.0,0.4107826439376676,Medium
499.0,0.4101820845167063,Medium
500.0,0.40537760914901433,Medium
501.0,0.40417649030709124,Medium
502.0,0.4029753714651683,Medium
503.0,0.40237481204420666,Medium
504.0,0.4011718978079008,Medium
505.0,0.40057044068974823,Medium
506.0,0.395758783744526,Medium
507.0,0.39395441239006757,Medium
508.0,0.3927514981537621,Medium
509.0,0.3897442125629981,Medium
510.0,0.38854129832669265,Medium
511.0,0.38793890871688397,Medium
512.0,0.38673225581263243,Medium
